0	0	1	0	-1
0	9	84	0	-1
1	0	0	0	-1
1	14	26	0	-1
2	1	3	0	-1
2	29	78	0	-1
4	2	5	0	-1
5	7	13	0	-1
6	3	3	0	-1
6	12	3	0	-1
6	26	60	0	-1
7	4	8	0	-1
8	7	11	0	-1
8	24	101	0	-1
8	36	112	0	-1
9	5	10	0	-1
11	4	8	0	-1
11	6	12	0	-1
11	14	8	0	-1
11	20	12	0	-1
12	10	18	0	-1
12	22	18	0	-1
13	11	27	0	-1
13	14	5	0	-1
14	8	15	0	-1
14	13	15	0	-1
15	17	123	0	-1
16	9	17	0	-1
18	10	12	0	-1
18	16	5	0	-1
19	11	20	0	-1
21	12	22	0	-1
22	15	28	0	-1
23	13	22	0	-1
23	13	113	0	-1
23	29	108	0	-1
23	32	22	0	-1
23	33	22	0	-1
24	13	25	0	-1
26	7	1	0	-1
26	9	1	0	-1
29	17	30	0	-1
31	18	32	0	-1
32	18	31	0	-1
33	19	34	0	-1
34	17	33	0	-1
35	11	18	0	-1
36	21	37	0	-1
37	28	97	0	-1
37	35	36	0	-1
38	15	39	0	-1
38	15	99	0	-1
40	22	15	0	-1
41	11	42	0	-1
42	29	68	0	-1
43	15	44	0	-1
45	9	46	0	-1
46	13	51	0	-1
47	15	48	0	-1
49	23	50	0	-1
50	23	49	0	-1
52	11	96	0	-1
52	24	53	0	-1
52	24	100	0	-1
54	9	46	0	-1
55	23	56	0	-1
56	18	69	0	-1
57	16	18	0	-1
58	13	59	0	-1
58	25	59	0	-1
61	27	15	0	-1
61	27	62	0	-1
63	28	64	0	-1
65	15	57	0	-1
66	15	67	0	-1
68	29	42	0	-1
69	18	56	0	-1
70	17	71	0	-1
71	31	33	0	-1
72	30	63	0	-1
72	37	63	0	-1
73	13	74	0	-1
75	11	76	0	-1
75	15	92	0	-1
77	9	46	0	-1
79	11	80	0	-1
81	11	46	0	-1
82	13	83	0	-1
85	13	86	0	-1
87	29	57	0	-1
88	15	3	0	-1
89	17	90	0	-1
89	17	120	0	-1
91	2	46	0	-1
93	24	85	0	-1
94	34	95	0	-1
98	13	74	0	-1
99	9	17	0	-1
99	38	122	0	-1
102	27	103	0	-1
102	27	130	0	-1
104	11	105	0	-1
106	13	107	0	-1
109	1	42	0	-1
110	13	111	0	-1
114	13	115	0	-1
116	11	117	0	-1
118	9	119	0	-1
121	11	36	0	-1
124	15	74	0	-1
125	15	126	0	-1
127	39	128	0	-1
129	13	111	0	-1
0	7	140	24	-1
0	18	1	24	-1
1	17	46	24	-1
1	18	0	24	-1
1	18	26	24	-1
1	41	26	24	-1
3	47	60	24	-1
3	50	60	24	-1
6	9	60	24	-1
6	25	261	24	-1
6	45	176	24	-1
11	11	8	24	-1
11	11	255	24	-1
11	17	12	24	-1
12	11	5	24	-1
12	17	144	24	-1
15	15	145	24	-1
16	30	17	24	-1
17	7	39	24	-1
17	7	99	24	-1
17	41	135	24	-1
18	7	148	24	-1
18	15	207	24	-1
18	22	180	24	-1
18	24	8	24	-1
18	41	96	24	-1
23	36	22	24	-1
26	14	84	24	-1
26	18	1	24	-1
26	41	1	24	-1
29	54	266	24	-1
32	11	138	24	-1
33	15	125	24	-1
39	14	17	24	-1
49	18	140	24	-1
50	11	18	24	-1
53	33	127	24	-1
55	48	46	24	-1
61	1	62	24	-1
63	39	248	24	-1
63	49	201	24	-1
74	43	146	24	-1
82	11	155	24	-1
84	7	26	24	-1
95	11	151	24	-1
95	39	151	24	-1
96	17	52	24	-1
96	41	18	24	-1
99	14	17	24	-1
117	39	182	24	-1
121	53	36	24	-1
128	15	206	24	-1
128	17	143	24	-1
131	40	132	24	-1
133	18	134	24	-1
134	18	133	24	-1
135	41	17	24	-1
136	13	137	24	-1
138	11	205	24	-1
139	24	59	24	-1
140	14	0	24	-1
140	18	49	24	-1
141	39	142	24	-1
143	11	247	24	-1
143	16	128	24	-1
143	22	194	24	-1
146	9	147	24	-1
147	11	146	24	-1
148	14	18	24	-1
148	24	257	24	-1
149	11	150	24	-1
150	11	143	24	-1
150	17	251	24	-1
150	36	251	24	-1
152	15	36	24	-1
153	11	154	24	-1
153	42	59	24	-1
155	13	83	24	-1
156	11	95	24	-1
157	24	158	24	-1
159	15	160	24	-1
159	48	160	24	-1
161	11	143	24	-1
161	43	128	24	-1
162	11	60	24	-1
163	24	164	24	-1
165	44	166	24	-1
166	44	165	24	-1
167	13	128	24	-1
168	13	169	24	-1
168	51	169	24	-1
170	11	171	24	-1
172	1	173	24	-1
174	32	175	24	-1
174	46	67	24	-1
177	13	178	24	-1
180	10	18	24	-1
181	13	172	24	-1
182	39	117	24	-1
183	32	184	24	-1
186	9	9	24	-1
186	11	9	24	-1
187	24	188	24	-1
189	17	190	24	-1
190	15	202	24	-1
191	11	192	24	-1
191	32	174	24	-1
193	11	62	24	-1
195	11	143	24	-1
196	11	143	24	-1
196	15	128	24	-1
197	1	128	24	-1
198	33	199	24	-1
200	11	178	24	-1
203	2	204	24	-1
208	48	209	24	-1
210	11	211	24	-1
212	17	213	24	-1
212	31	249	24	-1
214	9	215	24	-1
214	24	63	24	-1
216	24	217	24	-1
218	11	237	24	-1
218	39	63	24	-1
219	27	220	24	-1
221	32	125	24	-1
221	36	33	24	-1
222	11	223	24	-1
224	36	75	24	-1
225	36	8	24	-1
226	11	143	24	-1
227	20	228	24	-1
229	15	230	24	-1
231	17	30	24	-1
232	50	124	24	-1
233	11	234	24	-1
235	24	128	24	-1
236	15	148	24	-1
238	52	128	24	-1
239	2	15	24	-1
240	11	62	24	-1
241	36	242	24	-1
243	11	244	24	-1
245	38	143	24	-1
250	11	8	24	-1
252	11	177	24	-1
253	32	254	24	-1
256	11	178	24	-1
258	15	128	24	-1
259	11	260	24	-1
262	29	263	24	-1
264	11	265	24	-1
